	Total			Word Onset			Word Medial			Geminate
Coda Phones	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	Number of phones	1st Phone	2nd Phone	3rd Phone
	307811	5295968.000000	15.482456	115907	2157381.000000	14.584406	191904	3138587.000000	14.959283	0	0.000000	0.000000	0	
n	35449	636660.000000	13.363991	590	4323.000000	8.371705	34859	632337.000000	13.357178	2266	42840.000000	10.665228	1	n	
m	6212	75989.000000	11.238344	174	1107.000000	7.009409	6038	74882.000000	11.223669	1699	16023.000000	9.681780	1	m	
s	19374	245478.000000	12.410963	544	2825.000000	7.946264	18830	242653.000000	12.399388	5894	88614.000000	11.392045	1	s	
t	8690	129725.000000	11.773172	136	1091.000000	6.994850	8554	128634.000000	11.764726	8449	127683.000000	11.757306	1	t	
b	1583	26984.000000	10.202999	4	8.000000	2.079442	1579	26976.000000	10.202703	1504	26813.000000	10.196642	1	b	
k	3975	40076.000000	10.598533	72	414.000000	6.025866	3903	39662.000000	10.588149	3688	37396.000000	10.529319	1	k	
L	1903	31421.000000	10.355232	0	0.000000	0.000000	1903	31421.000000	10.355232	1901	31419.000000	10.355168	1	L	
N	1676	24501.000000	10.106469	0	0.000000	0.000000	1676	24501.000000	10.106469	1676	24501.000000	10.106469	1	N	
r	22213	293889.000000	12.590957	576	8877.000000	9.091219	21637	285012.000000	12.560287	2611	26164.000000	10.172140	1	r	
z	4929	68464.000000	11.134063	21	102.000000	4.624973	4908	68362.000000	11.132572	4894	68233.000000	11.130684	1	z	
l	10790	364596.000000	12.806545	257	1787.000000	7.488294	10533	362809.000000	12.801632	5268	132928.000000	11.797563	1	l	
S	1610	19679.000000	9.887307	8	38.000000	3.637586	1602	19641.000000	9.885374	1597	19524.000000	9.879400	1	S	
f	1746	17504.000000	9.770185	4	69.000000	4.234107	1742	17435.000000	9.766235	1719	17339.000000	9.760714	1	f	
g	2205	24584.000000	10.109851	0	0.000000	0.000000	2205	24584.000000	10.109851	2205	24584.000000	10.109851	1	g	
c	1972	16192.000000	9.692273	2	46.000000	3.828641	1970	16146.000000	9.689428	1968	16130.000000	9.688436	1	c	
d	552	14040.000000	9.549666	34	463.000000	6.137727	518	13577.000000	9.516132	448	4043.000000	8.304742	1	d	
p	2195	25294.000000	10.138322	13	39.000000	3.663562	2182	25255.000000	10.136779	2055	24846.000000	10.120452	1	p	
Z	1726	10791.000000	9.286468	0	0.000000	0.000000	1726	10791.000000	9.286468	1722	10785.000000	9.285912	1	Z	
w	1335	12951.000000	9.468928	0	0.000000	0.000000	1335	12951.000000	9.468928	0	0.000000	0.000000	1	w	
G	348	1583.000000	7.367077	11	53.000000	3.970292	337	1530.000000	7.333023	257	1198.000000	7.088409	1	G	
ks	67	1820.000000	7.506592	22	99.000000	4.595120	45	1721.000000	7.450661	0	0.000000	0.000000	2	k	s	
v	721	7823.000000	8.964823	10	55.000000	4.007333	711	7768.000000	8.957768	706	7602.000000	8.936167	1	v	
lt	5	30.000000	3.401197	0	0.000000	0.000000	5	30.000000	3.401197	0	0.000000	0.000000	2	l	t	
rd	47	939.000000	6.844815	15	215.000000	5.370638	32	724.000000	6.584791	0	0.000000	0.000000	2	r	d	
ms	3	51.000000	3.931826	1	1.000000	0.000000	2	50.000000	3.912023	0	0.000000	0.000000	2	m	s	
j	104	762.000000	6.635947	1	3.000000	1.098612	103	759.000000	6.632002	0	0.000000	0.000000	1	j	
ws	9	10.000000	2.302585	0	0.000000	0.000000	9	10.000000	2.302585	0	0.000000	0.000000	2	w	s	
nG	30	171.000000	5.141664	21	128.000000	4.852030	9	43.000000	3.761200	0	0.000000	0.000000	2	n	G	
rt	17	501.000000	6.216606	14	131.000000	4.875197	3	370.000000	5.913503	0	0.000000	0.000000	2	r	t	
st	76	975.000000	6.882437	19	298.000000	5.697093	57	677.000000	6.517671	0	0.000000	0.000000	2	s	t	
wt	2	15.000000	2.708050	0	0.000000	0.000000	2	15.000000	2.708050	0	0.000000	0.000000	2	w	t	
ll	2	8.000000	2.079442	1	7.000000	1.945910	1	1.000000	0.000000	0	0.000000	0.000000	2	l	l	
rG	2	18.000000	2.890372	1	1.000000	0.000000	1	17.000000	2.833213	0	0.000000	0.000000	2	r	G	
nks	2	10.000000	2.302585	0	0.000000	0.000000	2	10.000000	2.302585	0	0.000000	0.000000	3	n	k	s	
wz	7	49.000000	3.891820	0	0.000000	0.000000	7	49.000000	3.891820	7	49.000000	3.891820	2	w	z	
jng	1	4.000000	1.386294	0	0.000000	0.000000	1	4.000000	1.386294	0	0.000000	0.000000	3	j	n	g	
ps	3	8.000000	2.079442	0	0.000000	0.000000	3	8.000000	2.079442	0	0.000000	0.000000	2	p	s	
js	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	2	j	s	
lf	4	70.000000	4.248495	1	1.000000	0.000000	3	69.000000	4.234107	0	0.000000	0.000000	2	l	f	
nt	7	60.000000	4.094345	5	36.000000	3.583519	2	24.000000	3.178054	0	0.000000	0.000000	2	n	t	
ts	1	2.000000	0.693147	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	t	s	
nf	2	35.000000	3.555348	0	0.000000	0.000000	2	35.000000	3.555348	0	0.000000	0.000000	2	n	f	
ns	41	119.000000	4.779123	9	39.000000	3.663562	32	80.000000	4.382027	0	0.000000	0.000000	2	n	s	
rk	5	41.000000	3.713572	0	0.000000	0.000000	5	41.000000	3.713572	0	0.000000	0.000000	2	r	k	
sk	3	6.000000	1.791759	1	2.000000	0.693147	2	4.000000	1.386294	0	0.000000	0.000000	2	s	k	
nd	4	26.000000	3.258097	4	26.000000	3.258097	0	0.000000	0.000000	0	0.000000	0.000000	2	n	d	
rg	1	2.000000	0.693147	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	r	g	
lm	5	1273.000000	7.149132	2	24.000000	3.178054	3	1249.000000	7.130099	0	0.000000	0.000000	2	l	m	
nk	6	9.000000	2.197225	0	0.000000	0.000000	6	9.000000	2.197225	0	0.000000	0.000000	2	n	k	
ld	4	21.000000	3.044522	4	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	2	l	d	
nz	2	4.000000	1.386294	2	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	2	n	z	
rc	3	23.000000	3.135494	0	0.000000	0.000000	3	23.000000	3.135494	0	0.000000	0.000000	2	r	c	
rks	2	26.000000	3.258097	0	0.000000	0.000000	2	26.000000	3.258097	0	0.000000	0.000000	3	r	k	s	
ft	1	18.000000	2.890372	1	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	2	f	t	
rs	2	68.000000	4.219508	0	0.000000	0.000000	2	68.000000	4.219508	0	0.000000	0.000000	2	r	s	
jZ	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	3	4.000000	1.386294	2	j	Z	
mp	6	14.000000	2.639057	0	0.000000	0.000000	6	14.000000	2.639057	0	0.000000	0.000000	2	m	p	
ff	2	43.000000	3.761200	1	4.000000	1.386294	1	39.000000	3.663562	0	0.000000	0.000000	2	f	f	
rbs	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	3	r	b	s	
